amount,hour,txn_velocity_1h,acct_age_days,amount_to_avg_ratio,cross_border,is_fraud
159.26,19,1,2452,0.366,0,0
35.07,14,1,602,0.802,0,0
67.12,22,2,2511,0.813,0,0
68.76,21,1,1571,1.269,0,0
10.37,8,2,2323,0.945,0,0
214.7,15,1,1860,1.02,0,0
30.87,14,0,935,1.246,0,0
80.66,16,2,3590,0.981,0,0
142.13,6,3,3625,1.071,0,0
63.2,6,1,3106,0.72,0,0
93.62,7,3,3904,1.278,0,0
40.54,14,0,3941,1.244,0,0
72.99,12,1,676,1.026,0,0
33.28,18,0,326,0.821,0,0
41.49,7,3,1252,1.018,0,0
93.0,11,4,856,0.498,0,0
294.19,14,1,1938,1.74,0,0
25.37,9,0,581,1.018,0,0
54.72,14,1,214,0.914,0,0
42.9,21,0,2667,0.536,0,0
114.04,9,2,3468,0.647,0,0
20.47,15,4,3812,0.774,0,0
14.33,6,4,2788,1.257,0,0
112.01,18,1,1848,0.236,0,0
103.14,22,1,1397,0.461,0,0
65.07,13,2,2176,1.083,0,0
46.03,7,4,3596,1.737,0,0
21.46,9,1,1625,0.992,0,0
128.6,6,0,3951,0.36,0,0
173.89,10,2,1282,0.634,0,0
46.39,11,2,665,0.565,0,0
131.46,13,2,3809,0.518,0,0
51.15,11,0,1265,1.391,0,0
167.88,9,1,3126,0.948,1,0
36.2,22,3,2461,1.265,0,0
20.41,16,2,3414,1.837,0,0
65.16,17,2,2793,1.583,0,0
61.57,10,1,3824,1.338,0,0
61.38,18,4,3048,1.353,0,0
69.11,9,1,3140,0.966,0,0
187.04,19,1,1903,1.419,0,0
91.88,6,1,1975,0.981,0,0
159.26,17,1,1157,0.131,0,0
561.03,13,2,2556,1.045,1,0
68.61,13,0,716,0.776,0,0
241.25,8,0,1657,1.218,0,0
87.03,21,1,2025,1.13,0,0
61.62,16,1,1908,1.287,0,0
19.21,10,1,205,0.519,0,0
51.26,16,2,1361,1.247,0,0
70.81,6,0,568,1.113,0,0
74.23,9,2,365,1.091,0,0
328.64,7,3,3183,1.008,0,0
196.82,19,0,999,1.104,0,0
210.8,12,1,1894,1.527,0,0
64.53,21,2,2787,0.486,0,0
114.51,18,0,2069,1.111,0,0
76.38,13,0,2678,1.322,0,0
159.39,10,0,1198,1.246,0,0
40.42,16,3,3870,1.424,0,0
152.89,8,1,2395,0.842,0,0
29.22,13,1,1416,0.935,0,0
21.95,9,1,3596,0.483,0,0
24.19,14,2,479,1.182,0,0
46.44,14,2,3121,1.056,0,0
213.24,9,3,3972,0.132,0,0
12.61,21,2,726,1.026,0,0
25.68,12,3,1691,0.76,0,0
57.32,7,1,3325,1.209,0,0
42.62,18,1,3232,0.604,0,0
19.06,9,1,3983,1.17,0,0
359.11,15,1,1885,1.097,0,0
188.64,18,3,457,1.037,1,0
90.33,15,0,1957,1.61,0,0
500.87,14,2,1043,1.118,0,0
91.69,21,0,1603,1.185,0,0
253.84,15,1,1842,1.178,0,0
99.86,7,0,3945,1.448,0,0
17.0,13,0,2252,0.668,0,0
1124.84,23,8,60,3.906,1,1
83.47,8,0,2450,1.625,0,0
40.22,19,1,3111,1.09,0,0
254.36,22,4,1350,0.728,0,0
238.27,10,1,2232,1.319,0,0
115.69,15,4,1395,0.743,0,0
176.78,20,0,1047,0.996,0,0
180.06,8,1,2260,0.861,0,0
56.99,18,1,3299,1.429,0,0
61.3,16,3,851,1.377,0,0
47.55,11,0,325,1.919,0,0
207.98,8,1,3567,0.978,0,0
40.59,21,1,2957,0.371,0,0
38.94,18,2,2081,1.152,0,0
18.63,14,1,1593,0.895,0,0
210.87,10,1,2194,0.985,0,0
129.06,10,3,524,1.189,0,0
96.06,13,5,2039,1.156,0,0
160.89,21,0,902,1.106,0,0
228.64,9,1,830,0.844,0,0
74.68,8,1,2772,1.984,0,0
120.91,8,2,2823,1.011,0,0
8.3,9,3,911,0.506,0,0
97.84,8,1,2104,1.302,1,0
185.95,11,1,3035,0.854,0,0
372.71,7,0,3137,1.282,0,0
19.3,8,2,3356,1.318,0,0
36.14,7,1,2682,1.281,0,0
31.93,15,1,375,1.228,1,0
205.59,15,1,1776,0.456,0,0
46.11,6,3,2956,0.639,0,0
143.82,13,1,3380,1.375,0,0
74.1,9,2,1756,0.877,0,0
57.67,9,0,3940,1.233,0,0
39.7,14,4,2493,0.915,0,0
38.25,10,1,907,0.921,0,0
65.93,9,3,2649,1.025,0,0
31.8,16,0,1958,1.266,0,0
68.12,11,1,3980,0.849,0,0
47.24,13,0,2110,1.327,1,0
136.69,1,11,163,3.745,0,1
45.42,21,1,2715,0.523,0,0
209.15,8,4,943,0.763,0,0
49.01,11,0,3108,1.387,0,0
44.87,7,1,826,0.632,0,0
57.26,20,1,1793,0.859,0,0
197.14,18,2,2100,0.936,0,0
98.42,21,2,873,1.024,0,0
74.11,21,3,2575,0.706,0,0
59.93,15,2,2415,1.383,0,0
38.22,10,2,1598,1.199,0,0
145.0,13,1,3360,0.591,0,0
82.59,9,2,680,0.791,0,0
60.18,17,2,2623,1.339,0,0
84.33,21,0,724,1.054,0,0
32.61,18,0,3610,1.8,0,0
101.48,19,0,1510,1.236,0,0
248.38,7,4,1863,0.734,0,0
252.98,13,1,3143,0.243,0,0
340.82,11,1,2207,2.114,0,0
350.99,16,1,1346,1.475,1,0
210.77,21,1,913,1.058,0,0
76.33,6,1,2661,1.51,0,0
31.17,20,1,2649,1.209,0,0
100.37,22,0,1830,0.985,0,0
17.27,19,2,3294,1.339,0,0
48.16,14,2,2428,0.938,0,0
12.33,11,3,1800,0.733,0,0
85.84,19,2,2637,0.821,0,0
179.85,18,2,878,0.725,0,0
123.86,14,2,803,1.82,0,0
53.32,21,1,3154,1.47,0,0
65.33,6,1,2989,0.739,0,0
75.7,9,1,1225,1.196,0,0
373.78,10,2,236,0.675,0,0
149.61,17,4,2718,1.088,0,0
173.84,7,0,3102,1.144,0,0
21.46,15,1,2321,1.508,0,0
205.05,16,1,1794,1.042,0,0
135.82,21,0,3358,1.096,0,0
48.73,16,2,3833,1.437,1,0
86.79,18,2,3387,1.602,0,0
73.2,10,0,2010,1.315,0,0
430.02,19,1,734,1.578,0,0
1326.88,21,4,3496,0.959,0,0
495.96,11,1,3069,0.564,0,0
21.81,21,1,1719,1.3,0,0
114.79,15,0,628,0.433,0,0
130.06,16,3,3300,1.213,0,0
14.84,17,1,960,1.483,1,0
47.65,16,1,2077,1.343,0,0
46.48,21,1,3529,0.794,0,0
82.05,9,2,3616,1.57,0,0
85.81,14,1,1184,0.597,0,0
57.46,10,2,2762,1.268,0,0
46.97,7,1,547,0.724,0,0
233.01,21,2,2405,1.53,0,0
6.48,22,2,776,0.841,0,0
341.83,22,1,2433,0.542,0,0
329.35,10,3,1214,0.376,0,0
59.51,19,2,986,1.087,0,0
104.26,15,2,1271,0.922,0,0
72.52,12,0,1300,1.066,0,0
134.22,21,3,3017,0.547,0,0
233.43,9,0,471,0.919,0,0
69.46,18,1,1791,0.89,0,0
77.68,10,3,2636,0.968,0,0
119.92,21,2,2215,1.251,0,0
50.15,6,0,3217,1.111,0,0
31.99,9,2,3853,0.999,0,0
96.36,20,1,1065,1.706,1,0
114.1,14,1,1473,0.606,0,0
52.5,20,6,2406,0.691,0,0
65.52,10,2,1997,0.92,0,0
67.86,6,2,2529,0.739,0,0
14.92,16,3,370,0.74,0,0
74.44,22,2,1603,0.439,0,0
210.48,0,5,121,6.11,1,1
68.74,14,3,2534,1.273,0,0
80.11,20,1,3285,1.128,0,0
256.71,17,1,3636,1.232,0,0
38.9,7,3,1921,1.376,0,0
90.09,9,2,1101,1.266,0,0
125.53,13,2,307,0.728,0,0
201.7,7,0,3838,0.721,0,0
111.07,15,1,3979,0.47,0,0
355.65,15,3,413,1.475,0,0
60.97,7,0,1714,1.164,0,0
217.49,15,2,1752,0.868,0,0
217.3,17,0,1024,0.77,0,0
35.43,10,1,209,1.202,0,0
89.82,18,2,1082,1.804,1,0
85.08,13,1,1146,0.898,0,0
42.25,11,1,1399,0.634,0,0
36.74,21,0,2373,1.646,0,0
24.38,10,2,3773,1.203,0,0
403.55,18,2,1304,1.159,0,0
175.82,21,2,3519,0.705,0,0
83.94,19,0,1524,0.8,0,0
25.24,12,1,3064,1.08,0,0
228.98,16,2,1315,0.17,0,0
130.38,12,0,2753,0.652,0,0
85.15,22,2,843,0.313,0,0
47.11,19,2,775,0.908,0,0
111.34,10,1,1325,1.239,0,0
81.25,9,0,3752,1.598,0,0
52.14,14,1,1549,1.17,0,0
37.77,20,1,534,1.796,0,0
63.84,14,2,2029,1.233,0,0
429.18,9,1,1403,1.499,0,0
39.73,6,3,409,0.775,0,0
55.9,10,3,916,0.399,0,0
190.6,16,1,2491,0.952,1,0
86.54,10,0,155,0.7,0,0
142.4,13,2,1081,0.857,0,0
137.35,12,2,3152,0.465,0,0
66.59,15,1,3780,0.663,0,0
35.06,20,1,823,0.951,0,0
133.78,13,2,2616,1.083,0,0
36.65,21,3,365,0.247,0,0
42.5,7,1,2876,0.766,0,0
23.38,21,2,1218,1.427,0,0
134.51,21,0,2065,0.698,0,0
84.76,20,1,1243,0.602,0,0
36.43,13,2,2970,1.159,0,0
80.0,8,1,1532,1.235,0,0
134.41,12,0,2271,0.963,0,0
55.59,16,1,1614,1.415,0,0
116.06,18,1,570,1.371,1,0
41.18,17,2,2893,1.075,0,0
134.75,11,1,3357,0.927,0,0
73.75,21,0,2970,0.401,1,0
28.41,16,6,3216,1.518,0,0
214.41,22,1,1931,1.021,0,0
182.08,14,1,879,1.288,1,0
140.03,17,1,2457,0.591,0,0
132.28,8,2,1179,1.162,0,0
344.26,16,1,745,1.241,0,0
89.33,21,1,2750,1.281,0,0
187.74,14,1,1902,0.734,0,0
52.17,11,4,2798,0.921,0,0
141.82,20,2,532,0.931,0,0
44.6,10,2,2393,0.721,0,0
29.81,15,0,1014,1.163,0,0
290.39,11,0,1381,0.38,0,0
116.08,14,1,3834,0.838,0,0
130.65,8,3,1458,1.261,0,0
340.84,14,0,837,0.949,1,0
83.66,20,1,3356,1.174,0,0
80.04,17,1,2608,1.155,0,0
54.38,17,2,849,1.373,0,0
124.55,15,1,859,1.277,0,0
145.34,18,0,3963,0.82,0,0
136.36,16,0,1715,1.32,0,0
23.54,6,3,2011,0.91,0,0
111.03,10,2,1843,1.727,0,0
33.38,12,0,1439,1.155,0,0
86.47,7,1,149,1.268,0,0
97.9,9,2,2652,1.099,0,0
44.45,18,2,3961,1.103,0,0
13.0,17,1,3953,1.26,0,0
20.4,17,1,415,1.57,0,0
337.2,22,4,3570,1.054,0,0
136.43,8,1,3823,1.598,1,0
33.79,15,2,3713,0.931,0,0
19.42,16,1,292,0.509,1,0
20.6,16,2,1478,1.627,0,0
116.43,22,0,2261,1.272,0,0
23.29,10,0,775,0.727,0,0
431.95,7,1,1316,1.395,0,0
46.34,11,0,3296,0.673,0,0
43.45,20,2,1592,0.401,0,0
938.2,8,2,1392,1.232,0,0
147.34,16,0,2658,0.588,0,0
30.47,17,1,1945,1.427,0,0
25.43,8,1,3028,0.857,0,0
16.91,16,2,1224,1.205,0,0
61.06,7,1,2021,1.024,0,0
33.9,15,3,2080,1.205,0,0
136.86,14,3,1686,1.165,0,0
263.52,9,0,371,0.937,0,0
101.73,9,2,2714,0.542,0,0
216.32,15,1,1684,0.459,0,0
85.37,18,1,2947,0.991,0,0
21.43,9,1,1853,0.324,0,0
113.08,13,1,2328,1.197,0,0
57.97,16,1,3777,1.73,0,0
61.1,12,0,1233,1.526,0,0
61.96,19,2,3663,1.319,0,0
33.51,19,0,437,1.142,0,0
183.01,19,1,1445,0.562,0,0
59.02,14,2,1634,0.211,0,0
555.49,12,2,3404,0.751,0,0
37.39,6,0,3371,0.772,0,0
218.43,9,2,3798,1.256,0,0
391.26,6,1,1755,0.489,0,0
54.03,9,0,3533,1.769,0,0
38.25,13,2,630,1.058,0,0
92.53,15,0,1476,0.948,0,0
103.09,16,1,620,1.122,0,0
104.06,21,0,3060,1.414,0,0
34.87,14,1,659,1.042,0,0
413.92,19,1,3243,1.602,1,0
27.24,18,2,835,0.865,0,0
106.58,14,0,1689,0.99,0,0
81.55,10,1,2399,0.786,0,0
40.67,9,0,1205,1.384,0,0
42.56,10,2,3195,1.825,1,0
167.34,8,1,1843,1.17,0,0
68.44,10,0,686,1.95,0,0
143.96,21,1,344,1.051,0,0
1408.33,21,1,3890,1.202,0,0
283.27,19,1,1914,1.082,0,0
11.68,6,1,2105,1.244,0,0
133.81,12,2,3703,0.92,0,0
41.83,17,2,2977,1.031,0,0
122.97,6,1,2013,0.401,0,0
93.56,14,1,3822,0.971,0,0
209.38,21,1,1339,1.912,0,0
83.38,11,0,3325,0.914,0,0
49.48,16,1,371,0.985,0,0
52.54,22,1,2669,1.075,0,0
211.67,7,2,3400,0.785,0,0
173.97,14,0,399,0.924,0,0
46.39,22,1,3922,1.068,0,0
216.67,13,3,2804,1.447,0,0
78.69,16,1,3940,0.254,0,0
163.67,18,0,1369,0.783,0,0
32.46,8,0,1058,0.718,0,0
128.32,19,2,463,0.511,0,0
53.85,17,0,1614,1.007,0,0
229.33,22,1,2684,1.132,0,0
436.84,9,0,1598,1.366,0,0
90.37,21,3,2801,0.431,0,0
159.98,20,3,373,1.13,0,0
49.91,20,3,273,0.976,0,0
51.08,8,3,1914,0.668,0,0
182.25,13,1,437,0.555,0,0
60.55,18,0,3125,1.127,0,0
40.31,20,4,1614,1.419,0,0
69.48,13,2,905,1.24,1,0
52.75,14,2,1509,1.327,0,0
46.56,12,5,1870,1.049,0,0
51.9,7,2,748,1.109,0,0
25.94,8,1,3453,0.657,0,0
46.91,8,1,1277,1.174,0,0
81.68,19,1,1352,0.388,1,0
36.57,9,3,1758,1.477,0,0
32.06,15,0,2099,1.318,0,0
97.38,15,2,1487,0.74,0,0
62.54,6,2,1516,1.1,0,0
37.99,11,0,3295,0.932,0,0
18.75,16,1,3074,1.179,0,0
59.54,8,1,2676,1.156,0,0
191.87,22,1,984,1.115,0,0
26.14,10,1,3067,1.634,1,0
9.2,6,2,3230,0.666,0,0
67.26,14,1,897,1.448,0,0
68.76,19,1,1227,1.172,0,0
64.14,12,1,3661,1.079,0,0
201.83,16,1,2171,1.127,1,0
52.24,11,1,2116,0.622,0,0
147.84,11,2,945,1.06,1,0
106.66,20,2,1621,1.019,0,0
233.56,13,3,1594,0.649,0,0
47.04,22,1,3927,0.896,0,0
209.8,16,1,2502,0.733,0,0
13.23,12,1,2971,1.612,1,0
210.64,9,3,2834,1.535,0,0
84.02,6,1,1400,0.86,0,0
296.42,16,3,1663,1.125,0,0
43.32,22,1,2734,1.114,0,0
164.57,17,1,543,0.656,0,0
120.16,19,1,1097,0.553,0,0
131.8,22,0,3344,1.147,0,0
51.04,16,2,2267,0.587,0,0
18.3,8,1,2527,0.993,1,0
224.56,13,4,3628,0.694,0,0
19.51,14,3,3254,0.794,0,0
114.2,10,2,1348,1.073,0,0
123.69,11,1,2884,0.725,0,0
103.18,20,1,1988,0.715,0,0
16.61,6,1,3912,0.702,0,0
45.32,17,5,925,1.509,0,0
271.29,11,2,2416,1.098,0,0
54.87,7,1,259,1.019,0,0
77.41,7,1,1219,1.208,1,0
176.77,17,4,472,0.788,0,0
136.27,6,1,2583,0.956,0,0
56.49,11,1,2307,0.359,0,0
287.68,20,0,3036,1.378,0,0
100.57,17,1,1213,1.697,0,0
57.76,8,1,1984,1.195,0,0
112.21,6,1,3489,0.771,0,0
56.75,7,1,1364,1.036,0,0
43.1,11,3,3229,0.986,0,0
239.37,13,0,3970,1.357,0,0
351.19,14,2,1835,1.012,0,0
50.17,7,1,1157,0.484,0,0
22.97,18,0,1837,1.714,0,0
93.81,9,0,216,1.419,0,0
104.12,20,0,3927,1.21,1,0
154.48,15,1,3187,0.466,0,0
461.83,18,2,2071,0.427,0,0
12.24,16,1,3549,1.242,0,0
16.33,9,0,606,1.33,0,0
270.93,11,3,3167,0.106,0,0
190.17,11,1,3150,0.89,0,0
85.19,19,1,130,1.058,0,0
54.27,21,1,1918,0.792,0,0
66.94,11,2,1399,1.637,0,0
42.2,4,5,182,4.403,1,1
63.44,11,3,3307,0.05,0,0
157.32,16,0,999,0.973,0,0
64.25,6,0,3977,1.762,1,0
58.94,22,2,2873,0.833,0,0
187.38,9,3,3063,0.963,0,0
23.8,6,3,2440,0.855,0,0
62.7,16,1,165,1.228,0,0
18.03,19,1,2937,1.09,0,0
216.0,8,1,2984,0.816,0,0
455.7,10,1,2099,1.555,0,0
244.1,13,1,509,1.131,0,0
56.66,20,1,939,1.62,0,0
18.51,6,1,2246,0.962,0,0
136.81,8,0,1522,1.185,0,0
293.81,18,0,3006,1.024,0,0
124.0,18,0,1940,1.842,0,0
82.73,10,3,3571,0.905,0,0
51.31,20,2,159,1.218,0,0
176.05,7,1,3939,0.91,0,0
70.14,13,1,1966,0.912,0,0
123.58,6,0,1306,1.556,0,0
43.97,18,0,161,1.283,0,0
38.56,7,0,3457,0.412,0,0
78.92,9,2,2041,0.778,0,0
118.15,9,1,2859,0.736,0,0
26.73,9,3,549,0.871,0,0
228.99,7,1,3957,1.382,0,0
113.89,19,2,1296,0.989,1,0
234.93,8,0,602,1.193,0,0
70.16,18,2,1122,1.306,0,0
39.57,14,1,1196,0.928,0,0
201.44,12,2,3677,0.539,0,0
15.06,17,1,1497,0.69,0,0
32.01,7,1,3427,0.396,0,0
228.17,9,3,2884,0.904,0,0
351.47,9,1,1843,1.056,0,0
96.64,19,2,3466,1.282,0,0
40.53,18,1,152,0.829,0,0
49.02,20,2,3069,0.937,0,0
42.04,17,1,3074,0.5,0,0
38.68,19,2,749,1.453,0,0
104.07,7,1,1044,0.493,0,0
67.49,11,0,3631,1.132,0,0
92.46,11,3,976,0.079,0,0
74.67,19,1,1321,1.014,0,0
45.15,16,2,1163,1.307,0,0
15.9,9,1,187,0.943,0,0
159.94,20,0,929,1.195,0,0
61.94,8,0,3041,1.195,0,0
109.35,8,2,1422,0.824,0,0
112.81,7,1,2625,1.191,0,0
36.43,18,0,1984,1.219,0,0
76.9,13,2,567,0.796,0,0
65.63,9,1,3725,0.819,0,0
138.67,19,2,2727,0.4,0,0
224.79,22,2,908,1.385,0,0
64.58,20,3,708,1.418,0,0
115.51,16,1,2496,1.365,1,0
67.78,15,2,2911,1.487,0,0
63.27,18,1,1792,0.977,0,0
159.66,7,0,1342,1.016,0,0
113.28,8,0,3351,1.109,0,0
75.46,13,0,3098,0.628,0,0
107.63,18,2,1327,1.14,0,0
132.55,12,2,2063,1.376,0,0
41.1,19,1,2712,0.729,0,0
67.05,10,1,2890,1.441,0,0
59.75,16,1,1970,0.709,0,0
159.31,12,3,452,1.07,1,0
132.19,9,0,1374,0.848,0,0
80.67,21,1,1007,1.074,0,0
87.5,16,3,871,1.322,0,0
243.37,22,0,1526,0.808,0,0
186.74,13,3,1418,1.472,0,0
94.41,15,2,537,0.914,0,0
58.92,11,0,2659,0.622,0,0
19.24,11,2,3305,0.936,0,0
36.28,8,0,870,1.178,0,0
267.03,11,0,1348,1.438,0,0
43.94,16,2,3807,1.552,0,0
117.51,20,1,1466,0.495,0,0
132.48,12,2,2979,0.426,0,0
65.95,18,3,2300,0.89,1,0
42.28,17,1,3412,1.175,0,0
21.46,21,3,3877,1.357,1,0
27.25,12,0,1119,0.996,0,0
50.5,12,0,3638,1.037,0,0
379.4,6,2,1479,0.972,0,0
63.35,12,4,2103,1.339,0,0
257.56,15,1,1581,1.479,0,0
29.51,17,0,253,0.826,0,0
112.47,8,4,3462,1.054,0,0
335.04,19,3,2619,1.094,0,0
24.48,15,1,3463,1.224,0,0
260.52,6,0,1952,1.034,0,0
16.84,16,1,348,0.838,0,0
24.25,17,1,966,0.758,0,0
24.66,9,4,252,1.064,0,0
480.87,17,2,1046,0.655,0,0
219.17,8,0,787,1.039,0,0
94.64,15,4,647,1.108,0,0
191.88,20,1,1765,1.014,0,0
78.57,9,2,2524,1.142,0,0
425.9,11,0,3700,0.05,0,0
85.65,20,1,2627,0.543,0,0
61.03,13,2,3635,0.323,0,0
151.14,13,1,452,0.673,0,0
302.5,13,1,1761,0.946,0,0
252.34,6,0,2349,0.859,0,0
116.55,19,1,2006,1.289,0,0
114.19,13,0,2169,1.307,0,0
115.36,7,6,3508,0.876,0,0
216.93,13,2,3068,1.005,1,0
40.69,11,3,325,0.972,0,0
84.85,10,1,1742,0.511,0,0
325.04,16,0,3974,1.132,0,0
101.02,15,2,948,0.964,0,0
48.89,15,3,2575,0.83,0,0
97.58,15,1,1534,0.771,0,0
123.46,10,2,1325,1.206,0,0
15.78,15,0,1846,1.336,0,0
315.33,9,3,2857,1.231,0,0
304.87,13,1,1264,1.076,0,0
54.82,7,2,391,0.658,1,0
120.47,20,4,3651,1.154,0,0
31.75,19,3,2098,1.442,0,0
131.11,20,0,2995,1.338,0,0
58.48,20,0,1625,1.578,0,0
81.32,20,1,1012,0.977,0,0
42.66,9,1,2429,1.187,0,0
10.95,16,0,335,0.699,0,0
136.32,7,2,1948,1.112,0,0
63.12,16,2,1898,1.127,0,0
90.06,21,2,828,1.117,0,0
70.44,7,3,386,0.633,0,0
141.43,9,1,1579,0.315,1,0
54.42,12,0,976,0.654,0,0
144.05,18,3,1934,1.155,0,0
167.7,8,3,2778,0.836,0,0
318.85,21,2,1419,0.763,0,0
13.82,14,1,2674,0.829,0,0
24.0,9,1,1795,1.104,0,0
52.37,10,0,810,1.004,0,0
268.34,7,0,2863,0.86,0,0
297.4,8,5,3957,0.825,1,0
18.05,13,2,1632,0.702,0,0
23.87,8,1,2400,0.512,0,0
161.24,18,1,1800,0.913,0,0
66.51,8,4,3177,0.49,0,0
10.18,6,2,3777,0.933,0,0
38.35,12,0,1064,0.479,0,0
60.71,12,1,3930,0.617,0,0
24.9,16,3,357,0.86,0,0
36.88,7,1,3801,0.245,0,0
147.4,11,1,3388,1.584,1,0
285.0,18,5,1080,1.288,0,0
76.89,13,3,3526,1.875,0,0
142.5,16,2,2560,1.205,0,0
62.89,20,4,890,0.419,0,0
87.21,11,3,409,0.711,0,0
73.27,21,0,440,0.832,0,0
78.12,17,3,1601,0.561,0,0
41.21,11,3,3743,1.065,0,0
118.75,17,0,592,1.752,0,0
130.36,13,0,3626,1.571,0,0
443.13,16,0,1311,0.698,0,0
110.2,12,0,1685,0.591,0,0
43.33,15,2,2068,0.639,0,0
32.94,16,0,1447,0.975,0,0
34.96,6,2,1441,0.968,0,0
61.76,22,1,303,1.469,0,0
85.52,14,3,1869,0.738,0,0
35.64,15,1,1808,0.86,1,0
59.87,22,0,361,0.876,0,0
91.9,22,0,591,1.375,0,0
82.26,9,1,619,1.809,0,0
40.35,19,1,3723,0.635,0,0
110.55,19,2,1436,1.667,0,0
49.68,9,1,2014,1.301,0,0
83.13,8,1,3139,1.287,0,0
60.31,12,1,2196,0.82,0,0
32.15,8,1,1083,1.23,0,0
96.01,8,2,3323,0.51,0,0
198.06,9,1,2502,0.563,0,0
28.22,21,1,190,0.966,0,0
211.03,13,1,3472,1.186,0,0
104.21,14,2,3400,0.76,0,0
129.89,17,2,1770,0.568,0,0
131.61,6,2,1232,1.058,1,0
62.72,10,1,3843,1.27,0,0
55.73,10,0,3950,0.419,0,0
31.83,17,3,704,0.859,0,0
736.55,10,3,3985,0.994,0,0
112.73,9,3,2901,0.731,1,0
73.9,22,1,1784,0.645,0,0
143.47,18,1,608,1.625,0,0
71.81,20,4,303,1.198,0,0
292.37,7,2,1675,0.94,0,0
43.93,6,2,2347,0.86,0,0
82.19,20,1,3218,0.996,1,0
398.0,13,2,1881,0.442,0,0
122.7,16,2,2395,1.131,0,0
57.21,9,1,1046,0.739,0,0
218.75,14,1,3520,0.802,0,0
285.56,8,2,2575,1.412,1,0
95.55,5,5,252,4.295,0,1
177.98,21,2,3126,0.804,0,0
108.29,10,2,3277,0.885,0,0
69.75,13,1,1090,1.403,0,0
79.38,16,0,146,1.109,0,0
55.95,11,3,2120,1.469,1,0
86.22,22,1,3193,0.543,0,0
96.59,17,1,2288,1.711,0,0
55.61,16,4,295,0.494,0,0
75.94,6,0,1283,1.482,1,0
11.7,19,3,172,1.019,0,0
133.93,11,2,900,0.864,0,0
50.56,13,2,349,1.046,0,0
47.82,10,2,3980,1.58,0,0
85.37,12,2,3416,0.818,0,0
296.31,12,3,393,1.202,0,0
540.62,10,0,3007,1.377,0,0
661.75,11,2,1449,0.819,0,0
92.23,21,2,1098,0.782,0,0
153.08,15,2,466,1.003,0,0
25.59,13,0,1591,1.118,0,0
76.03,22,2,1350,0.961,0,0
147.0,13,2,1270,1.374,0,0
101.89,22,0,3471,1.092,0,0
14.56,9,1,921,0.823,0,0
445.88,2,1,338,6.517,1,1
32.58,13,0,834,0.922,0,0
22.63,14,3,602,0.901,0,0
61.66,16,2,663,1.0,0,0
72.07,10,3,1730,1.174,0,0
137.41,18,0,229,0.735,0,0
248.56,13,1,2560,0.974,0,0
137.3,15,2,1695,0.967,0,0
38.78,11,0,1901,0.758,0,0
65.35,11,2,2255,1.603,0,0
14.25,11,0,3282,0.664,0,0
54.6,16,2,1572,1.539,0,0
53.25,19,1,1260,0.949,0,0
37.18,22,0,588,0.827,0,0
39.09,7,2,3585,0.793,0,0
212.44,17,0,545,0.404,0,0
99.34,13,0,1927,0.244,0,0
168.24,6,1,1428,1.32,0,0
37.55,7,1,3352,0.883,0,0
135.14,22,1,3279,0.059,0,0
66.27,19,2,2072,0.711,0,0
100.69,8,1,425,0.249,0,0
158.09,13,2,3862,0.643,0,0
86.62,21,2,2260,1.366,0,0
80.09,12,1,3011,1.144,0,0
148.04,18,1,3833,1.149,0,0
274.61,21,2,2088,0.501,0,0
65.9,14,3,2688,0.969,0,0
327.19,10,0,546,0.824,0,0
727.06,23,10,378,5.573,1,1
41.16,22,2,1977,1.159,1,0
56.86,21,0,2581,0.488,1,0
82.84,16,0,219,0.996,0,0
41.48,12,1,3885,0.568,0,0
24.27,9,1,207,1.025,0,0
132.97,16,3,2591,1.108,0,0
22.15,6,0,1471,1.337,0,0
144.39,19,0,2543,0.988,0,0
164.31,16,0,3482,1.006,0,0
307.09,13,0,3048,0.734,1,0
140.56,16,1,3924,0.492,0,0
90.79,16,3,1483,0.692,0,0
123.35,20,2,1254,0.789,0,0
85.15,13,0,1381,0.98,0,0
126.91,16,0,1679,1.035,0,0
46.02,21,2,1655,0.619,0,0
13.71,14,0,3935,1.015,0,0
430.68,21,1,1126,1.619,0,0
15.44,15,1,2586,0.733,0,0
52.32,13,1,1234,1.782,1,0
461.83,17,0,3592,1.355,0,0
84.74,10,0,1593,0.795,0,0
60.66,9,1,1031,0.964,0,0
399.64,6,1,3046,0.891,0,0
111.23,14,0,1370,1.194,0,0
84.1,21,2,3350,1.229,0,0
130.07,10,2,1719,0.788,0,0
121.12,12,1,2770,0.944,0,0
1549.81,3,4,145,7.551,0,1
61.88,13,1,515,0.584,0,0
34.53,21,3,199,1.35,0,0
114.79,16,1,410,0.332,0,0
425.78,16,3,3300,0.694,0,0
71.85,7,1,1791,1.327,0,0
79.18,7,1,3727,0.693,0,0
128.62,10,0,2651,1.242,1,0
57.05,16,0,1498,1.02,0,0
107.8,12,2,1440,1.037,0,0
234.47,22,1,2595,1.353,0,0
240.7,16,0,2759,0.835,0,0
30.89,9,0,653,1.265,0,0
56.82,13,2,944,0.507,0,0
77.3,18,0,3384,1.254,0,0
678.66,14,1,508,0.517,1,0
67.81,22,1,969,0.849,0,0
97.76,10,1,2798,1.059,0,0
39.63,22,0,1751,1.291,0,0
167.32,14,1,2068,1.416,0,0
269.69,13,1,2625,1.387,0,0
544.36,10,1,257,1.206,0,0
70.62,10,0,1769,1.247,0,0
156.02,11,4,3221,1.071,0,0
