age,aum,risk_tolerance,tenure_yrs,logins_per_mo,products_held,segment,persona
42,82015.35,10.0,6,3,2,0,Emerging Growth Seekers
32,127518.27,4.0,12,6,6,0,Emerging Growth Seekers
75,1083139.47,1.4,18,7,6,2,High-Net-Worth Core
55,215068.13,2.1,5,5,6,1,Conservative Wealth Preservers
63,823994.84,1.4,15,6,1,2,High-Net-Worth Core
49,83492.23,5.6,21,6,5,3,Established Loyal Clients
59,656338.74,3.7,8,7,2,1,Conservative Wealth Preservers
49,405518.74,10.0,9,3,5,0,Emerging Growth Seekers
69,629662.64,1.9,3,3,6,1,Conservative Wealth Preservers
51,35973.93,4.4,17,3,1,0,Emerging Growth Seekers
53,152494.41,8.3,16,5,2,0,Emerging Growth Seekers
61,124553.96,9.6,17,5,1,0,Emerging Growth Seekers
49,608369.82,2.6,19,6,1,3,Established Loyal Clients
66,617967.46,1.0,17,6,1,3,Established Loyal Clients
36,306930.87,9.7,21,8,3,0,Emerging Growth Seekers
48,110010.02,8.6,14,4,4,0,Emerging Growth Seekers
72,533852.17,3.6,6,7,5,1,Conservative Wealth Preservers
54,130080.33,1.2,2,4,4,1,Conservative Wealth Preservers
66,138550.95,1.2,16,7,3,3,Established Loyal Clients
45,350297.7,3.9,4,9,1,3,Established Loyal Clients
83,156351.78,1.0,12,7,6,1,Conservative Wealth Preservers
62,313638.96,1.0,22,10,2,3,Established Loyal Clients
39,129180.56,9.4,3,5,4,0,Emerging Growth Seekers
47,194308.73,8.7,5,3,7,0,Emerging Growth Seekers
40,328009.37,8.4,17,5,7,0,Emerging Growth Seekers
59,127973.41,4.7,8,3,2,1,Conservative Wealth Preservers
29,106098.14,10.0,1,1,2,0,Emerging Growth Seekers
64,109845.62,9.3,13,4,4,0,Emerging Growth Seekers
74,592764.04,5.5,20,6,2,3,Established Loyal Clients
63,57079.14,7.4,13,5,6,0,Emerging Growth Seekers
40,334719.75,10.0,3,4,6,0,Emerging Growth Seekers
40,559842.53,9.4,20,8,1,0,Emerging Growth Seekers
39,185021.82,4.5,21,3,4,0,Emerging Growth Seekers
63,1001254.53,1.0,11,2,7,2,High-Net-Worth Core
49,119021.31,4.5,3,6,4,1,Conservative Wealth Preservers
76,83786.4,1.0,21,2,1,1,Conservative Wealth Preservers
63,76850.5,3.4,23,4,3,3,Established Loyal Clients
84,222003.81,1.7,3,5,5,1,Conservative Wealth Preservers
42,115053.04,6.2,7,4,2,0,Emerging Growth Seekers
33,147613.91,3.9,14,6,4,0,Emerging Growth Seekers
44,261308.66,3.0,17,2,6,0,Emerging Growth Seekers
43,188344.69,7.1,24,11,2,3,Established Loyal Clients
54,295296.64,3.1,22,4,3,3,Established Loyal Clients
47,255523.62,8.7,2,4,7,0,Emerging Growth Seekers
69,30170.99,1.9,20,3,2,3,Established Loyal Clients
60,380561.46,1.7,15,5,2,3,Established Loyal Clients
52,122476.05,6.4,12,4,3,0,Emerging Growth Seekers
60,97975.21,3.7,9,5,1,1,Conservative Wealth Preservers
74,250936.01,2.5,14,4,3,1,Conservative Wealth Preservers
60,126478.85,7.6,12,3,3,0,Emerging Growth Seekers
74,456823.82,7.5,13,3,3,1,Conservative Wealth Preservers
66,98753.48,3.2,14,3,3,1,Conservative Wealth Preservers
61,666486.0,7.6,6,4,7,1,Conservative Wealth Preservers
61,159403.36,6.6,9,3,6,1,Conservative Wealth Preservers
32,513449.39,10.0,1,2,7,0,Emerging Growth Seekers
55,362097.1,5.1,17,3,5,0,Emerging Growth Seekers
58,149304.65,2.9,23,10,6,3,Established Loyal Clients
68,1232132.89,1.0,9,6,5,2,High-Net-Worth Core
31,78195.61,8.1,7,4,7,0,Emerging Growth Seekers
59,41057.06,7.7,11,8,6,3,Established Loyal Clients
78,350156.24,8.1,19,8,4,3,Established Loyal Clients
60,214324.98,1.0,16,9,4,3,Established Loyal Clients
69,161226.7,3.9,7,5,7,1,Conservative Wealth Preservers
74,600200.69,8.5,10,7,5,1,Conservative Wealth Preservers
63,158785.98,3.4,5,5,3,1,Conservative Wealth Preservers
50,162599.38,1.5,14,9,2,3,Established Loyal Clients
45,351020.87,5.9,18,7,1,3,Established Loyal Clients
68,340539.43,3.0,1,8,1,1,Conservative Wealth Preservers
62,455844.77,1.0,0,9,4,1,Conservative Wealth Preservers
45,576707.77,10.0,24,5,6,0,Emerging Growth Seekers
58,370286.85,6.8,13,7,4,3,Established Loyal Clients
70,387721.12,8.8,9,4,6,0,Emerging Growth Seekers
54,107950.61,7.1,18,6,4,3,Established Loyal Clients
63,387185.5,4.4,6,1,2,1,Conservative Wealth Preservers
29,65552.75,10.0,4,3,2,0,Emerging Growth Seekers
62,210930.63,9.5,18,6,7,0,Emerging Growth Seekers
61,363942.28,1.6,14,2,7,1,Conservative Wealth Preservers
41,195300.33,6.3,23,8,6,3,Established Loyal Clients
44,84439.06,7.0,11,7,5,0,Emerging Growth Seekers
74,54419.3,3.5,23,9,1,3,Established Loyal Clients
71,141893.86,7.8,3,4,6,1,Conservative Wealth Preservers
31,244399.35,5.1,18,9,7,3,Established Loyal Clients
69,600298.69,1.9,0,5,3,1,Conservative Wealth Preservers
70,203595.29,4.9,16,3,7,1,Conservative Wealth Preservers
62,424160.7,3.5,11,5,5,1,Conservative Wealth Preservers
66,642523.15,3.2,20,4,6,3,Established Loyal Clients
56,680261.52,7.0,11,5,1,0,Emerging Growth Seekers
54,111203.96,9.2,2,2,2,0,Emerging Growth Seekers
42,135132.82,3.2,5,6,2,1,Conservative Wealth Preservers
26,372076.1,7.5,14,3,3,0,Emerging Growth Seekers
63,195860.29,5.4,13,3,3,1,Conservative Wealth Preservers
27,331823.64,4.4,12,2,3,0,Emerging Growth Seekers
48,136748.17,6.6,12,6,3,0,Emerging Growth Seekers
44,105833.85,3.0,6,3,7,1,Conservative Wealth Preservers
58,152264.01,6.8,21,13,5,3,Established Loyal Clients
33,55552.08,8.9,20,7,4,0,Emerging Growth Seekers
57,1186705.69,2.9,15,5,1,2,High-Net-Worth Core
62,240993.47,7.5,16,5,3,0,Emerging Growth Seekers
56,92591.49,8.0,6,5,3,0,Emerging Growth Seekers
64,60995.47,1.3,21,9,3,3,Established Loyal Clients
34,74072.96,2.8,8,4,7,1,Conservative Wealth Preservers
56,201605.24,4.0,20,6,4,3,Established Loyal Clients
53,205241.3,7.2,3,1,5,0,Emerging Growth Seekers
34,189259.41,6.9,18,9,5,3,Established Loyal Clients
61,133835.91,8.6,3,2,3,0,Emerging Growth Seekers
78,139873.51,1.0,3,4,1,1,Conservative Wealth Preservers
56,348875.64,5.0,2,2,6,1,Conservative Wealth Preservers
79,576317.76,8.1,15,4,7,1,Conservative Wealth Preservers
44,134143.94,6.0,21,3,6,0,Emerging Growth Seekers
71,910911.19,5.7,2,3,5,2,High-Net-Worth Core
60,432119.82,9.7,6,4,6,0,Emerging Growth Seekers
65,297003.07,8.2,15,2,4,0,Emerging Growth Seekers
41,153150.99,4.3,17,6,5,3,Established Loyal Clients
73,1231710.93,1.6,7,8,5,2,High-Net-Worth Core
34,498230.39,8.8,9,5,6,0,Emerging Growth Seekers
50,450357.42,7.5,15,8,7,3,Established Loyal Clients
78,284520.89,6.1,5,7,1,1,Conservative Wealth Preservers
62,412732.58,8.5,8,3,5,0,Emerging Growth Seekers
49,154164.39,7.6,7,3,5,0,Emerging Growth Seekers
56,228865.0,1.0,11,8,4,3,Established Loyal Clients
54,475970.15,10.0,19,6,2,0,Emerging Growth Seekers
49,144293.08,3.6,7,3,5,1,Conservative Wealth Preservers
72,357300.81,1.0,22,12,3,3,Established Loyal Clients
70,131279.54,6.8,4,4,4,1,Conservative Wealth Preservers
52,47004.3,9.3,4,1,3,0,Emerging Growth Seekers
76,141114.75,8.4,15,4,4,0,Emerging Growth Seekers
42,93197.28,3.1,15,7,5,3,Established Loyal Clients
56,684996.1,6.0,18,4,5,2,High-Net-Worth Core
65,93729.81,8.2,9,1,2,0,Emerging Growth Seekers
61,199998.18,3.6,12,8,4,3,Established Loyal Clients
49,350848.32,4.6,20,5,1,3,Established Loyal Clients
68,145004.0,6.0,0,7,5,1,Conservative Wealth Preservers
28,330086.88,10.0,18,4,7,0,Emerging Growth Seekers
46,43397.4,7.8,3,2,2,0,Emerging Growth Seekers
77,49318.56,3.3,7,11,3,3,Established Loyal Clients
60,418664.29,5.7,14,6,5,3,Established Loyal Clients
45,247745.07,10.0,17,4,2,0,Emerging Growth Seekers
60,196119.34,9.7,10,4,1,0,Emerging Growth Seekers
57,141825.56,1.0,6,3,3,1,Conservative Wealth Preservers
58,370175.3,6.8,14,6,2,3,Established Loyal Clients
57,228402.78,2.0,5,7,5,1,Conservative Wealth Preservers
50,119910.03,8.5,6,4,2,0,Emerging Growth Seekers
52,139178.47,10.0,10,5,6,0,Emerging Growth Seekers
38,34698.61,10.0,3,2,1,0,Emerging Growth Seekers
90,110878.04,1.0,5,6,6,1,Conservative Wealth Preservers
42,403401.53,3.2,7,3,5,1,Conservative Wealth Preservers
32,437054.05,9.0,14,6,6,0,Emerging Growth Seekers
51,307755.38,7.4,15,2,4,0,Emerging Growth Seekers
45,668823.55,9.9,16,6,4,0,Emerging Growth Seekers
37,72745.91,9.6,6,5,1,0,Emerging Growth Seekers
65,465944.83,1.3,15,7,1,3,Established Loyal Clients
60,568870.58,4.7,19,5,6,3,Established Loyal Clients
57,75795.17,4.0,3,5,2,1,Conservative Wealth Preservers
41,1242430.76,10.0,9,5,1,2,High-Net-Worth Core
59,429553.92,4.8,20,5,7,3,Established Loyal Clients
66,168857.88,9.2,1,3,4,0,Emerging Growth Seekers
47,83498.79,2.8,21,7,2,3,Established Loyal Clients
53,389199.97,8.2,11,5,6,0,Emerging Growth Seekers
52,196670.31,2.4,14,7,7,3,Established Loyal Clients
42,98175.46,5.2,6,6,7,0,Emerging Growth Seekers
57,361210.28,9.9,17,4,6,0,Emerging Growth Seekers
36,237952.59,3.7,21,5,2,3,Established Loyal Clients
54,110103.8,8.2,12,3,4,0,Emerging Growth Seekers
52,167672.58,9.4,7,5,5,0,Emerging Growth Seekers
41,456535.88,9.3,14,3,3,0,Emerging Growth Seekers
76,269827.11,1.0,9,3,6,1,Conservative Wealth Preservers
68,159426.43,3.0,10,7,2,1,Conservative Wealth Preservers
50,1227226.98,7.5,18,4,7,2,High-Net-Worth Core
43,36520.85,10.0,10,6,3,0,Emerging Growth Seekers
55,388283.27,7.1,23,2,7,0,Emerging Growth Seekers
60,401332.09,7.7,16,8,5,3,Established Loyal Clients
45,182401.36,7.9,23,6,3,0,Emerging Growth Seekers
74,78133.63,1.0,17,10,6,3,Established Loyal Clients
67,111869.06,9.1,13,4,2,0,Emerging Growth Seekers
84,957678.65,1.6,10,4,6,2,High-Net-Worth Core
72,54797.19,4.6,1,1,6,1,Conservative Wealth Preservers
63,240193.02,8.4,13,6,1,0,Emerging Growth Seekers
41,126493.75,5.2,19,5,4,0,Emerging Growth Seekers
34,50756.73,6.9,23,5,7,0,Emerging Growth Seekers
37,449892.66,8.6,0,4,5,0,Emerging Growth Seekers
60,816103.34,4.7,22,4,3,2,High-Net-Worth Core
59,167389.98,9.8,17,6,6,0,Emerging Growth Seekers
48,107310.23,8.7,16,7,1,0,Emerging Growth Seekers
48,128630.88,3.7,10,6,3,1,Conservative Wealth Preservers
48,185271.35,3.7,22,4,2,3,Established Loyal Clients
72,1021438.9,1.0,18,7,4,2,High-Net-Worth Core
52,189373.97,8.4,5,5,3,0,Emerging Growth Seekers
55,473188.53,3.0,3,2,6,1,Conservative Wealth Preservers
32,247645.77,5.0,6,3,7,0,Emerging Growth Seekers
65,77152.36,7.3,17,5,3,3,Established Loyal Clients
51,183365.04,1.4,12,5,5,1,Conservative Wealth Preservers
61,319003.57,8.6,6,5,5,0,Emerging Growth Seekers
42,203255.28,7.2,14,6,1,0,Emerging Growth Seekers
64,439159.76,1.4,5,3,2,1,Conservative Wealth Preservers
44,312322.07,2.0,23,3,6,3,Established Loyal Clients
44,224586.7,2.0,7,7,5,1,Conservative Wealth Preservers
35,297838.04,10.0,22,4,7,0,Emerging Growth Seekers
73,385220.32,1.0,16,5,6,3,Established Loyal Clients
44,145259.33,2.0,4,5,6,1,Conservative Wealth Preservers
48,75746.67,1.7,19,1,1,1,Conservative Wealth Preservers
49,473799.84,8.6,18,6,1,0,Emerging Growth Seekers
48,148445.13,3.7,2,6,7,1,Conservative Wealth Preservers
59,233600.62,1.0,13,11,2,3,Established Loyal Clients
72,149806.9,2.7,12,5,4,1,Conservative Wealth Preservers
66,137278.21,3.2,6,3,1,1,Conservative Wealth Preservers
39,305317.67,5.4,8,5,4,0,Emerging Growth Seekers
34,253944.51,9.8,17,6,2,0,Emerging Growth Seekers
48,612899.04,5.6,16,5,4,0,Emerging Growth Seekers
57,497647.36,9.9,3,5,4,0,Emerging Growth Seekers
72,141174.52,4.6,8,7,6,1,Conservative Wealth Preservers
74,692851.12,4.5,2,4,4,1,Conservative Wealth Preservers
85,876930.06,5.6,4,4,1,2,High-Net-Worth Core
54,600180.61,6.2,23,6,4,3,Established Loyal Clients
64,225839.6,7.3,2,6,2,1,Conservative Wealth Preservers
61,77121.67,7.6,19,4,4,0,Emerging Growth Seekers
68,221665.81,7.0,2,4,5,1,Conservative Wealth Preservers
58,261598.63,4.8,22,3,6,3,Established Loyal Clients
40,238223.12,9.3,5,2,3,0,Emerging Growth Seekers
30,47734.27,9.1,7,2,2,0,Emerging Growth Seekers
46,674225.34,5.8,18,2,7,0,Emerging Growth Seekers
65,133785.92,6.2,21,2,7,0,Emerging Growth Seekers
70,705007.07,5.9,4,4,2,1,Conservative Wealth Preservers
61,879009.25,5.6,3,5,7,2,High-Net-Worth Core
41,372256.83,7.2,20,6,7,0,Emerging Growth Seekers
66,712388.88,3.1,3,3,3,1,Conservative Wealth Preservers
51,280182.25,6.4,8,8,5,3,Established Loyal Clients
61,206328.92,7.6,21,4,4,0,Emerging Growth Seekers
48,223186.76,8.6,15,2,2,0,Emerging Growth Seekers
38,125788.85,9.5,12,2,6,0,Emerging Growth Seekers
70,204981.11,1.0,15,8,4,3,Established Loyal Clients
38,109721.28,2.5,4,4,1,1,Conservative Wealth Preservers
38,271587.54,3.5,3,6,6,1,Conservative Wealth Preservers
62,141542.72,3.5,19,6,4,3,Established Loyal Clients
69,185452.5,2.9,0,5,4,1,Conservative Wealth Preservers
53,70202.79,2.2,19,5,7,3,Established Loyal Clients
37,363691.59,5.6,22,8,1,3,Established Loyal Clients
39,25000.0,8.4,7,0,6,0,Emerging Growth Seekers
72,617992.82,1.0,12,9,5,3,Established Loyal Clients
43,27955.18,4.1,10,7,2,3,Established Loyal Clients
73,45687.67,4.6,2,6,5,1,Conservative Wealth Preservers
59,68589.78,5.8,12,3,5,1,Conservative Wealth Preservers
35,648126.11,7.7,16,9,7,3,Established Loyal Clients
54,524047.75,5.2,6,6,5,1,Conservative Wealth Preservers
52,241069.54,6.3,15,6,2,3,Established Loyal Clients
84,1627228.74,1.0,7,5,3,2,High-Net-Worth Core
38,531630.69,2.5,8,3,6,1,Conservative Wealth Preservers
50,217658.45,4.5,4,6,4,1,Conservative Wealth Preservers
73,289690.71,8.6,4,3,4,1,Conservative Wealth Preservers
41,201394.21,3.3,24,8,3,3,Established Loyal Clients
51,238771.01,1.4,18,8,4,3,Established Loyal Clients
38,503729.17,3.5,20,5,7,3,Established Loyal Clients
63,382898.52,5.4,7,2,5,1,Conservative Wealth Preservers
58,531309.86,3.9,12,7,3,3,Established Loyal Clients
36,246361.07,4.7,7,4,6,0,Emerging Growth Seekers
56,171297.27,3.0,6,7,1,1,Conservative Wealth Preservers
59,696377.77,7.7,9,3,7,0,Emerging Growth Seekers
60,226165.75,6.7,6,5,6,1,Conservative Wealth Preservers
57,295716.32,1.0,15,8,6,3,Established Loyal Clients
54,711983.62,1.2,20,8,7,3,Established Loyal Clients
44,204843.57,10.0,23,3,1,0,Emerging Growth Seekers
37,343365.5,2.6,24,6,4,3,Established Loyal Clients
57,196505.22,1.9,9,5,5,1,Conservative Wealth Preservers
65,175753.26,4.2,15,2,1,1,Conservative Wealth Preservers
50,265731.69,10.0,12,8,7,0,Emerging Growth Seekers
59,270004.68,2.7,19,4,2,3,Established Loyal Clients
59,1096272.73,1.0,17,7,6,2,High-Net-Worth Core
53,303269.88,8.2,10,5,1,0,Emerging Growth Seekers
49,85691.21,3.6,2,5,7,1,Conservative Wealth Preservers
48,119105.84,1.6,8,12,5,3,Established Loyal Clients
69,793325.42,3.9,7,4,2,1,Conservative Wealth Preservers
57,438728.96,8.9,14,4,5,0,Emerging Growth Seekers
33,71606.42,10.0,10,4,1,0,Emerging Growth Seekers
37,381670.37,4.6,13,3,6,0,Emerging Growth Seekers
64,452182.27,5.3,8,4,1,1,Conservative Wealth Preservers
63,4580734.09,9.4,1,0,2,2,High-Net-Worth Core
75,617636.27,8.4,22,5,3,3,Established Loyal Clients
51,199392.68,9.4,0,3,7,0,Emerging Growth Seekers
59,111898.28,8.8,8,5,4,0,Emerging Growth Seekers
58,131602.14,7.9,8,5,4,0,Emerging Growth Seekers
47,471117.79,8.7,23,3,4,0,Emerging Growth Seekers
53,190963.24,2.2,17,1,7,1,Conservative Wealth Preservers
56,565105.4,6.0,16,2,3,0,Emerging Growth Seekers
67,135699.93,4.1,7,7,7,1,Conservative Wealth Preservers
51,241692.62,7.4,8,6,3,0,Emerging Growth Seekers
66,87345.99,4.2,3,4,7,1,Conservative Wealth Preservers
40,340785.76,3.3,3,4,4,1,Conservative Wealth Preservers
50,597909.61,5.5,12,5,3,0,Emerging Growth Seekers
45,1066976.85,9.9,8,3,6,2,High-Net-Worth Core
26,369884.24,7.5,12,4,7,0,Emerging Growth Seekers
72,90668.81,2.7,11,5,4,1,Conservative Wealth Preservers
37,1314216.38,8.6,20,7,1,2,High-Net-Worth Core
60,296952.08,2.7,5,9,5,1,Conservative Wealth Preservers
56,84636.49,6.0,10,5,5,1,Conservative Wealth Preservers
37,285344.71,2.6,19,6,6,3,Established Loyal Clients
50,214411.98,5.5,17,7,6,3,Established Loyal Clients
63,164016.49,2.4,0,8,5,1,Conservative Wealth Preservers
56,198949.93,10.0,14,3,1,0,Emerging Growth Seekers
42,114086.12,3.2,19,10,6,3,Established Loyal Clients
40,731882.92,10.0,19,9,7,0,Emerging Growth Seekers
57,124053.01,5.9,18,4,5,0,Emerging Growth Seekers
51,463522.61,8.4,14,6,5,0,Emerging Growth Seekers
64,565808.94,8.3,7,4,5,0,Emerging Growth Seekers
48,231368.18,10.0,18,6,7,0,Emerging Growth Seekers
70,71152.49,8.8,2,4,4,1,Conservative Wealth Preservers
50,86717.09,9.5,14,3,5,0,Emerging Growth Seekers
75,134342.68,5.4,9,8,6,3,Established Loyal Clients
72,66615.99,8.7,7,2,1,0,Emerging Growth Seekers
59,25000.0,6.7,22,5,4,3,Established Loyal Clients
63,345834.56,1.5,20,3,3,3,Established Loyal Clients
82,967793.61,4.8,23,7,3,2,High-Net-Worth Core
66,185223.31,7.2,5,1,4,1,Conservative Wealth Preservers
54,34082.91,10.0,23,3,3,0,Emerging Growth Seekers
52,125470.71,1.3,11,6,6,1,Conservative Wealth Preservers
54,366662.86,7.2,17,7,5,3,Established Loyal Clients
35,403797.71,2.8,9,6,4,1,Conservative Wealth Preservers
69,170748.88,5.9,1,5,6,1,Conservative Wealth Preservers
67,171076.73,5.1,16,5,2,3,Established Loyal Clients
47,163034.97,2.8,20,7,1,3,Established Loyal Clients
46,168254.2,7.8,14,7,7,0,Emerging Growth Seekers
51,276299.89,1.5,24,10,3,3,Established Loyal Clients
56,112426.85,8.0,20,10,3,3,Established Loyal Clients
45,168445.44,4.9,12,2,1,0,Emerging Growth Seekers
34,132403.47,2.8,5,3,2,1,Conservative Wealth Preservers
65,437463.84,9.2,5,3,6,0,Emerging Growth Seekers
80,305566.77,4.0,17,6,7,3,Established Loyal Clients
65,433813.65,3.2,5,4,4,1,Conservative Wealth Preservers
60,340033.86,7.7,15,5,5,0,Emerging Growth Seekers
59,529582.94,1.8,7,3,4,1,Conservative Wealth Preservers
52,119622.16,9.4,10,5,7,0,Emerging Growth Seekers
49,112857.61,6.6,10,4,5,0,Emerging Growth Seekers
64,62744.66,5.3,18,5,1,3,Established Loyal Clients
63,135016.65,7.4,12,2,5,0,Emerging Growth Seekers
59,476022.26,8.7,10,1,7,0,Emerging Growth Seekers
74,481607.27,2.5,7,6,6,1,Conservative Wealth Preservers
38,194319.37,9.5,12,3,1,0,Emerging Growth Seekers
49,122309.43,3.6,0,3,2,1,Conservative Wealth Preservers
58,109618.91,3.8,3,3,3,1,Conservative Wealth Preservers
61,1076460.55,8.6,22,2,1,2,High-Net-Worth Core
23,186194.84,7.8,12,3,6,0,Emerging Growth Seekers
55,25000.0,9.1,21,5,4,0,Emerging Growth Seekers
90,110654.5,1.0,16,4,5,1,Conservative Wealth Preservers
78,187483.0,1.0,17,5,5,3,Established Loyal Clients
55,127816.43,10.0,11,3,5,0,Emerging Growth Seekers
61,174796.85,1.6,7,4,1,1,Conservative Wealth Preservers
55,444531.33,8.1,5,3,6,0,Emerging Growth Seekers
47,611945.38,5.7,7,2,1,0,Emerging Growth Seekers
63,262688.92,3.4,6,4,3,1,Conservative Wealth Preservers
62,791789.09,1.5,0,5,4,1,Conservative Wealth Preservers
55,268677.95,1.1,24,9,1,3,Established Loyal Clients
65,188982.76,7.3,14,1,7,0,Emerging Growth Seekers
81,623411.57,4.0,17,6,7,3,Established Loyal Clients
61,153794.31,9.6,17,5,5,0,Emerging Growth Seekers
67,36912.47,7.1,16,4,6,0,Emerging Growth Seekers
77,635873.94,7.3,21,3,1,3,Established Loyal Clients
51,483688.71,3.4,6,3,7,1,Conservative Wealth Preservers
62,1603226.25,6.5,3,0,6,2,High-Net-Worth Core
37,337176.06,5.6,20,8,7,3,Established Loyal Clients
36,140094.75,7.6,14,1,2,0,Emerging Growth Seekers
42,152414.82,10.0,11,4,1,0,Emerging Growth Seekers
46,303692.97,9.9,16,6,7,0,Emerging Growth Seekers
61,186771.96,8.6,5,5,3,0,Emerging Growth Seekers
38,1019952.78,2.5,7,2,1,2,High-Net-Worth Core
74,117205.32,3.5,8,3,7,1,Conservative Wealth Preservers
41,97130.91,6.2,12,7,4,0,Emerging Growth Seekers
55,272154.94,5.1,15,6,2,3,Established Loyal Clients
63,99170.87,8.5,10,3,1,0,Emerging Growth Seekers
42,172768.32,2.2,14,4,1,1,Conservative Wealth Preservers
66,668911.44,6.2,4,2,7,1,Conservative Wealth Preservers
36,123635.53,4.7,5,5,2,0,Emerging Growth Seekers
55,159063.03,5.1,19,5,5,3,Established Loyal Clients
32,145322.58,7.0,12,1,2,0,Emerging Growth Seekers
65,41183.12,9.2,21,4,4,0,Emerging Growth Seekers
47,282463.88,5.7,16,5,4,0,Emerging Growth Seekers
56,77355.28,5.0,8,12,1,3,Established Loyal Clients
58,347045.39,6.9,11,5,1,0,Emerging Growth Seekers
61,81175.6,5.6,10,1,2,1,Conservative Wealth Preservers
55,61412.51,6.1,3,8,6,1,Conservative Wealth Preservers
68,316958.23,9.0,3,4,3,1,Conservative Wealth Preservers
71,204622.05,8.8,22,3,3,0,Emerging Growth Seekers
44,113088.99,10.0,0,2,4,0,Emerging Growth Seekers
64,180935.3,9.3,15,3,2,0,Emerging Growth Seekers
60,143618.53,4.6,9,6,1,1,Conservative Wealth Preservers
50,151227.92,5.5,13,3,1,0,Emerging Growth Seekers
63,68457.24,4.4,15,7,1,3,Established Loyal Clients
60,430570.8,4.7,16,4,1,3,Established Loyal Clients
64,644507.44,2.3,14,5,4,1,Conservative Wealth Preservers
64,309946.45,6.3,10,4,2,1,Conservative Wealth Preservers
71,383180.83,1.0,18,6,2,3,Established Loyal Clients
52,187588.69,7.4,9,3,7,0,Emerging Growth Seekers
52,292652.61,5.3,8,5,6,1,Conservative Wealth Preservers
53,425023.73,7.3,8,7,4,0,Emerging Growth Seekers
45,662389.65,9.9,6,4,6,0,Emerging Growth Seekers
45,159492.99,4.9,20,8,2,3,Established Loyal Clients
36,106558.75,8.6,10,4,3,0,Emerging Growth Seekers
45,257224.22,7.9,18,5,5,0,Emerging Growth Seekers
45,463181.39,7.9,15,8,3,3,Established Loyal Clients
77,291731.43,8.3,6,4,5,1,Conservative Wealth Preservers
75,500480.77,1.0,8,5,7,1,Conservative Wealth Preservers
56,38846.57,5.0,10,4,7,1,Conservative Wealth Preservers
56,467430.21,5.0,17,3,5,0,Emerging Growth Seekers
64,422464.59,1.0,18,6,5,3,Established Loyal Clients
46,127279.53,6.8,15,5,6,0,Emerging Growth Seekers
66,292214.48,1.2,22,14,7,3,Established Loyal Clients
66,117976.55,2.2,16,3,2,1,Conservative Wealth Preservers
56,206246.68,9.0,8,6,6,0,Emerging Growth Seekers
68,311138.96,5.0,17,3,2,1,Conservative Wealth Preservers
62,27501.7,9.5,1,3,3,0,Emerging Growth Seekers
44,94012.01,8.0,7,6,1,0,Emerging Growth Seekers
75,283542.27,2.4,11,4,3,1,Conservative Wealth Preservers
64,1490410.3,6.4,16,9,6,2,High-Net-Worth Core
59,298153.4,6.7,15,11,7,3,Established Loyal Clients
63,1234129.38,8.4,10,2,6,2,High-Net-Worth Core
73,151194.39,4.6,22,3,5,3,Established Loyal Clients
52,76958.52,6.4,15,7,3,3,Established Loyal Clients
62,84272.64,8.5,12,9,2,3,Established Loyal Clients
56,120990.59,6.0,8,5,6,1,Conservative Wealth Preservers
55,361398.69,5.1,14,6,4,3,Established Loyal Clients
67,66892.48,6.1,1,6,7,1,Conservative Wealth Preservers
61,174332.33,8.6,4,9,5,1,Conservative Wealth Preservers
77,200682.31,1.3,1,9,6,1,Conservative Wealth Preservers
60,229913.51,2.6,1,4,4,1,Conservative Wealth Preservers
53,320928.2,10.0,13,6,6,0,Emerging Growth Seekers
49,170713.92,6.6,11,5,7,0,Emerging Growth Seekers
33,156926.79,3.9,17,9,3,3,Established Loyal Clients
45,310736.62,3.9,13,4,3,0,Emerging Growth Seekers
46,345721.07,3.9,10,4,1,1,Conservative Wealth Preservers
59,25000.0,7.8,24,5,4,3,Established Loyal Clients
43,87769.81,7.1,16,4,7,0,Emerging Growth Seekers
59,66159.17,9.7,12,3,5,0,Emerging Growth Seekers
68,184671.92,8.0,4,6,6,1,Conservative Wealth Preservers
52,579866.59,2.3,21,10,4,3,Established Loyal Clients
40,408722.05,7.4,8,3,6,0,Emerging Growth Seekers
78,120280.21,6.1,22,6,3,3,Established Loyal Clients
92,652974.28,7.0,10,3,7,1,Conservative Wealth Preservers
60,305513.35,8.7,15,7,4,3,Established Loyal Clients
29,150581.85,5.3,19,5,2,0,Emerging Growth Seekers
73,559247.15,1.0,7,4,6,1,Conservative Wealth Preservers
75,411741.57,1.0,3,5,7,1,Conservative Wealth Preservers
77,255036.1,1.0,5,5,4,1,Conservative Wealth Preservers
57,733528.3,3.9,6,6,1,1,Conservative Wealth Preservers
51,332009.71,9.5,10,1,7,0,Emerging Growth Seekers
86,683333.19,1.0,17,8,6,3,Established Loyal Clients
63,677829.83,5.4,9,3,2,1,Conservative Wealth Preservers
63,68340.68,2.4,3,3,4,1,Conservative Wealth Preservers
60,148369.65,3.7,6,3,1,1,Conservative Wealth Preservers
55,44440.87,8.1,12,7,1,0,Emerging Growth Seekers
66,382494.78,1.0,14,6,3,3,Established Loyal Clients
71,113789.36,1.0,21,6,6,3,Established Loyal Clients
62,138487.44,9.5,12,5,1,0,Emerging Growth Seekers
56,336476.11,3.0,3,7,7,1,Conservative Wealth Preservers
65,229365.83,5.2,2,5,6,1,Conservative Wealth Preservers
29,183213.65,10.0,19,5,6,0,Emerging Growth Seekers
58,402187.77,1.0,15,1,3,1,Conservative Wealth Preservers
